6860	-0.01	-0.03
6890	0.01	0.04
6920	0.01	0.07
6949	0.02	0.07
6980	0.02	0.08
7010	0.04	0.13
7040	0.03	0.08
7070	0.02	0.01
7100	0.03	0.02
7131	0.01	-0.06
7160	0.03	0.03
7190	-0.00	-0.11
7221	-0.01	-0.10
7250	-0.02	-0.12
7281	-0.03	-0.15
7311	-0.04	-0.14
7341	-0.05	-0.13
7371	-0.06	-0.19
7401	-0.07	-0.18
7432	-0.09	-0.22
7461	-0.08	-0.12
7491	-0.07	-0.05
7522	-0.07	-0.06
7552	-0.08	-0.07
7582	-0.07	-0.04
7612	-0.07	-0.08
7642	-0.07	-0.08
7672	-0.09	-0.18
7702	-0.09	-0.13
7733	-0.08	-0.07
7762	-0.09	-0.12
7792	-0.09	-0.11
7823	-0.10	-0.16
7853	-0.10	-0.14
7883	-0.09	-0.06
7913	-0.09	-0.07
7943	-0.10	-0.10
7973	-0.09	-0.07
8003	-0.09	-0.08
8034	-0.07	0.03
8064	-0.08	-0.04
8093	-0.08	-0.07
8124	-0.07	-0.06
8154	-0.08	-0.11
8184	-0.09	-0.13
8214	-0.08	-0.08
8244	-0.08	-0.07
8274	-0.08	-0.05
8304	-0.07	-0.04
8335	-0.05	0.06
8365	-0.05	0.03
8394	-0.02	0.13
8425	-0.03	0.04
8455	-0.01	0.09
8485	-0.01	0.08
8515	0.01	0.12
8545	0.02	0.15
8576	0.02	0.07
8605	0.02	0.06
8636	0.02	0.02
8666	0.01	-0.04
8695	0.01	-0.03
8726	0.00	-0.04
8756	0.02	0.08
8786	0.02	0.08
8816	0.05	0.17
8846	0.04	0.10
8877	0.04	0.04
8906	0.02	-0.06
8937	0.01	-0.07
8967	0.00	-0.08
8996	-0.00	-0.09
9027	-0.02	-0.12
9057	-0.00	-0.01
9088	-0.02	-0.10
9117	-0.01	-0.03
9147	-0.03	-0.11
9178	-0.04	-0.11
9207	-0.05	-0.16
9238	-0.06	-0.14
9268	-0.06	-0.14
9297	-0.05	-0.05
9328	-0.06	-0.07
9358	-0.05	-0.03
9389	-0.04	0.04
9418	-0.02	0.10
9448	-0.01	0.12
9478	-0.01	0.09
9508	0.01	0.10
9539	0.01	0.08
9569	0.02	0.07
9598	0.02	0.09
9628	0.03	0.09
9659	0.02	0.03
9690	0.03	0.07
9719	0.03	0.02
9749	0.03	0.05
9779	0.04	0.11
9809	0.04	0.04
9839	0.03	0.02
9870	0.04	0.06
9900	0.06	0.13
9929	0.06	0.11
9960	0.05	0.07
9990	0.04	-0.01
10020	0.05	0.04
10050	0.05	0.07
10081	0.05	0.07
10110	0.04	0.03
10141	0.04	-0.02
10171	0.03	-0.02
10201	0.03	-0.03
10231	0.03	-0.01
10261	0.02	-0.01
10292	0.02	0.01
10321	0.01	-0.06
10351	0.00	-0.07
10382	0.01	-0.03
10412	-0.01	-0.08
10442	-0.00	-0.02
10472	0.00	0.02
10502	-0.00	-0.02
10532	-0.00	0.00
10562	-0.01	-0.04
10593	-0.02	-0.10
10622	-0.01	-0.01
10652	-0.01	0.01
10683	0.01	0.09
10713	-0.00	0.03
10743	0.01	0.07
10773	0.01	0.03
10803	0.04	0.15
10833	0.04	0.12
10863	0.05	0.15
10894	0.04	0.07
10924	0.06	0.15
10953	0.07	0.15
10984	0.07	0.15
11014	0.06	0.06
11044	0.07	0.07
11074	0.08	0.12
11104	0.06	0.02
11134	0.05	-0.02
11164	0.05	0.02
11194	0.05	0.00
11225	0.02	-0.08
11254	0.03	-0.03
11285	0.02	-0.04
11315	0.01	-0.09
11345	0.01	-0.05
11375	0.01	0.01
11405	-0.00	-0.05
11436	0.00	-0.01
11465	0.01	0.01
11496	-0.00	-0.04
11526	-0.00	-0.02
11555	-0.01	-0.06
11586	-0.00	-0.01
11616	0.01	0.05
11646	-0.00	-0.02
11676	0.01	0.08
11706	0.02	0.10
11737	0.02	0.08
11766	0.03	0.11
11797	0.03	0.07
11827	0.04	0.10
11856	0.05	0.11
11887	0.07	0.19
11917	0.07	0.14
11948	0.06	0.06
11977	0.07	0.12
12007	0.05	-0.01
12038	0.05	0.02
12067	0.04	-0.02
12098	0.04	-0.02
12128	0.03	-0.03
12157	0.02	-0.08
12188	0.02	-0.02
12218	0.03	0.04
12249	0.05	0.13
12278	0.04	0.07
12308	0.03	-0.01
12339	0.03	0.00
12368	0.04	0.03
12399	0.02	-0.02
12429	0.02	-0.02
12459	0.01	-0.07
12489	0.01	-0.02
12519	-0.01	-0.09
12550	-0.02	-0.12
12579	-0.03	-0.15
12609	-0.06	-0.24
12640	-0.06	-0.20
12669	-0.05	-0.10
12700	-0.06	-0.08
12730	-0.05	-0.03
12760	-0.06	-0.08
12790	-0.06	-0.07
12820	-0.07	-0.13
12851	-0.09	-0.20
12880	-0.09	-0.20
12910	-0.10	-0.16
12941	-0.11	-0.18
12971	-0.11	-0.18
13001	-0.11	-0.16
13031	-0.10	-0.08
13061	-0.11	-0.09
13091	-0.11	-0.12
13121	-0.13	-0.21
13152	-0.13	-0.21
13181	-0.12	-0.12
13211	-0.13	-0.15
13242	-0.12	-0.12
13272	-0.12	-0.12
13302	-0.13	-0.17
13332	-0.14	-0.17
13362	-0.15	-0.21
13392	-0.14	-0.18
13422	-0.17	-0.28
13453	-0.17	-0.26
13483	-0.17	-0.20
13512	-0.16	-0.17
13543	-0.15	-0.11
13573	-0.17	-0.17
