6860	0.02	0.12
6890	0.03	0.10
6920	0.03	0.08
6949	0.05	0.15
6979	0.04	0.08
7010	0.04	0.06
7040	0.04	0.03
7069	0.06	0.13
7099	0.06	0.13
7130	0.08	0.19
7159	0.09	0.21
7190	0.08	0.11
7220	0.05	-0.04
7250	0.04	-0.12
7280	0.03	-0.11
7310	0.02	-0.07
7341	0.03	-0.01
7370	0.01	-0.05
7401	0.02	-0.01
7431	0.01	-0.05
7460	-0.01	-0.10
7491	-0.02	-0.13
7521	-0.04	-0.21
7550	-0.03	-0.08
7581	-0.03	-0.07
7611	-0.05	-0.11
7642	-0.06	-0.16
7671	-0.06	-0.14
7701	-0.07	-0.16
7732	-0.07	-0.13
7761	-0.05	-0.01
7792	-0.06	-0.05
7822	-0.06	-0.04
7852	-0.06	-0.04
7882	-0.06	-0.06
7912	-0.08	-0.14
7943	-0.08	-0.13
7972	-0.08	-0.14
8003	-0.08	-0.11
8033	-0.07	-0.01
8062	-0.06	-0.02
8093	-0.07	-0.05
8123	-0.08	-0.14
8153	-0.06	-0.04
8183	-0.07	-0.05
8213	-0.05	0.01
8244	-0.04	0.08
8273	-0.02	0.14
8303	-0.03	0.03
8334	-0.04	-0.06
8364	-0.04	-0.09
8393	-0.03	-0.01
8424	-0.02	0.02
8454	-0.03	-0.02
8484	-0.02	0.03
8514	-0.00	0.08
8544	-0.00	0.07
8574	-0.02	-0.03
8604	-0.01	0.01
8635	0.02	0.11
8665	0.02	0.09
8694	0.01	0.02
8725	-0.01	-0.07
8755	0.02	0.06
8785	-0.00	-0.04
8815	-0.00	-0.03
8845	-0.01	-0.05
8876	-0.00	-0.03
8905	-0.01	-0.03
8936	-0.02	-0.07
8966	-0.01	0.01
8995	-0.01	0.00
9026	-0.01	-0.02
9056	-0.02	-0.07
9086	-0.01	0.02
9116	-0.01	0.01
9146	-0.01	0.01
9177	-0.00	0.02
9206	-0.00	0.01
9237	-0.02	-0.07
9267	-0.01	-0.04
9296	-0.01	-0.02
9327	-0.02	-0.05
9357	-0.04	-0.13
9388	-0.06	-0.22
9417	-0.05	-0.11
9447	-0.06	-0.15
9478	-0.07	-0.14
9507	-0.07	-0.13
9538	-0.08	-0.14
9568	-0.08	-0.10
9597	-0.08	-0.09
9628	-0.07	-0.05
9658	-0.09	-0.12
9689	-0.06	0.01
9718	-0.06	0.02
9748	-0.05	0.04
9779	-0.05	-0.01
9808	-0.05	-0.04
9839	-0.06	-0.11
9869	-0.04	0.00
9899	-0.07	-0.15
9929	-0.07	-0.11
9959	-0.05	-0.03
9990	-0.04	0.01
10019	-0.04	0.04
10049	-0.05	-0.03
10080	-0.03	0.01
10109	-0.05	-0.10
10140	-0.02	0.07
10170	0.02	0.23
10200	0.03	0.22
10230	0.04	0.24
10260	0.03	0.08
10291	0.04	0.11
10320	0.05	0.11
10350	0.04	0.05
10381	0.04	0.03
10411	0.05	0.05
10441	0.04	0.01
10471	0.03	-0.03
10501	0.01	-0.08
10531	0.02	-0.03
10561	0.00	-0.07
10592	-0.00	-0.08
10621	-0.01	-0.08
10651	-0.00	-0.02
10682	-0.00	-0.01
10712	0.01	0.07
10742	0.03	0.13
10772	0.03	0.10
10802	0.05	0.17
10832	0.04	0.11
10862	0.05	0.11
10893	0.06	0.14
10923	0.07	0.13
10952	0.07	0.13
10983	0.07	0.11
11013	0.09	0.20
11043	0.09	0.15
11073	0.08	0.09
11103	0.10	0.16
11133	0.10	0.15
11163	0.09	0.08
11194	0.09	0.06
11224	0.10	0.11
11253	0.11	0.15
11284	0.11	0.15
11314	0.10	0.10
11344	0.09	0.05
11374	0.09	0.05
11404	0.09	0.05
11435	0.09	0.06
11464	0.08	0.02
11495	0.06	-0.05
11525	0.05	-0.06
11554	0.07	0.07
11585	0.07	0.08
11615	0.05	0.03
11645	0.05	0.03
11675	0.04	-0.03
11705	0.05	0.03
11736	0.05	0.04
11765	0.06	0.09
11796	0.05	0.05
11826	0.05	0.06
11855	0.07	0.14
11886	0.07	0.11
11916	0.06	0.08
11947	0.05	0.01
11976	0.05	0.02
12006	0.04	-0.04
12037	0.03	-0.05
12066	0.04	0.03
12097	0.05	0.10
12127	0.03	0.01
12156	0.04	0.02
12187	0.04	0.02
12217	0.04	0.06
12247	0.04	0.06
12277	0.04	0.06
12307	0.05	0.08
12338	0.06	0.13
12367	0.06	0.13
12398	0.08	0.20
12428	0.08	0.16
12457	0.08	0.13
12488	0.06	-0.01
12518	0.07	0.03
12549	0.06	-0.02
12578	0.03	-0.11
12608	0.02	-0.11
12639	0.03	-0.04
12668	0.01	-0.08
12699	0.01	-0.04
12729	0.01	-0.02
12759	0.04	0.13
12788	0.03	0.07
12819	0.03	0.06
12849	0.02	0.01
12879	0.02	-0.02
12909	0.00	-0.08
12940	0.02	0.01
12969	0.01	0.01
12999	0.01	-0.02
13030	0.00	-0.04
13060	0.01	0.00
13089	0.01	0.04
13120	0.02	0.08
13150	0.02	0.04
13180	0.04	0.15
13210	0.05	0.17
13240	0.05	0.12
13271	0.04	0.06
13300	0.05	0.08
13331	0.07	0.13
13361	0.06	0.06
13390	0.05	
